"","X","az","date","senat","anordnung","link","year","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","wechsel_at_all","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"1627",3707,"1 BvR 971/07",2007-05-14,1,0,"http://www.bverfg.de/e/rk20070514_1bvr097107.html",2007,2,"Hoffmann-Riem","Bryde","Schluckebier","Bryde","Eichberger","Schluckebier","Hoffmann-Riem Hohmann-Dennhardt Papier Gaier Steiner",1,"Eichberger","Hoffmann-Riem","Bryde Schluckebier Hoffmann-Riem",2,0,"1","Hoffmann-Riem Hohmann-Dennhardt Papier Gaier Steiner",2,FALSE,0
"1649",3516,"1 BvR 1956/06",2008-02-06,1,0,"http://www.bverfg.de/e/rk20080206_1bvr195606.html",2008,2,"Gaier","Eichberger","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Eichberger Hoffmann-Riem Papier Schluckebier Bryde",1,"Hohmann-Dennhardt","Eichberger","Gaier Kirchhof Eichberger",1,0,"1","Eichberger Hoffmann-Riem Papier Schluckebier Bryde",1,FALSE,0
"1657",3455,"1 BvQ 12/08",2008-03-04,1,1,"http://www.bverfg.de/e/qk20080304_1bvq001208.html",2008,2,"Hohmann-Dennhardt","Eichberger","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Eichberger Hoffmann-Riem Papier Schluckebier Bryde",1,"Gaier","Eichberger","Hohmann-Dennhardt Kirchhof Eichberger",1,0,"1","Eichberger Hoffmann-Riem Papier Schluckebier Bryde",1,FALSE,0
"1711",3103,"1 BvR 467/09",2009-04-14,1,0,"http://www.bverfg.de/e/rk20090414_1bvr046709.html",2009,2,"Hohmann-Dennhardt","Gaier","Schluckebier","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",1,"Kirchhof","Schluckebier","Hohmann-Dennhardt Gaier Masing",3,1,"4","Masing Eichberger Papier Schluckebier Bryde",2,FALSE,1
"1746",2974,"1 BvQ 35/09",2009-08-07,1,1,"http://www.bverfg.de/e/qk20090807_1bvq003509.html",2009,2,"Hohmann-Dennhardt","Bryde","Kirchhof","Hohmann-Dennhardt","Gaier","Kirchhof","Masing Eichberger Papier Schluckebier Bryde",1,"Gaier","Bryde","Hohmann-Dennhardt Kirchhof Masing",2,0,"5","Masing Eichberger Papier Schluckebier Bryde",2,FALSE,1
"1802",2775,"1 BvR 2288/09",2010-03-15,1,0,"http://www.bverfg.de/e/rk20100315_1bvr228809.html",2010,2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",1,"Paulus","Kirchhof","Hohmann-Dennhardt Gaier Masing",3,1,"3","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"1811",2718,"1 BvR 2959/07",2010-05-25,1,0,"http://www.bverfg.de/e/rk20100525_1bvr295907.html",2010,2,"Hohmann-Dennhardt","Gaier","Kirchhof","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",1,"Paulus","Kirchhof","Hohmann-Dennhardt Gaier Masing",3,1,"3","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"1822",2660,"1 BvR 1746/10",2010-08-02,1,0,"http://www.bverfg.de/e/rk20100802_1bvr174610.html",2010,2,"Gaier","Eichberger","Schluckebier","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",1,"Hohmann-Dennhardt Paulus","Eichberger Schluckebier","Gaier Masing Eichberger",2,0,"2 3","Masing Eichberger Schluckebier Bryde",1,FALSE,1
"1836",2603,"1 BvR 2157/10",2010-09-17,1,0,"http://www.bverfg.de/e/rk20100917_1bvr215710.html",2010,2,"Hohmann-Dennhardt","Gaier","Eichberger","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",1,"Paulus","Eichberger","Hohmann-Dennhardt Gaier Masing",3,1,"2","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"1838",2593,"1 BvR 2414/10",2010-09-30,1,0,"http://www.bverfg.de/e/rk20100930_1bvr241410.html",2010,2,"Hohmann-Dennhardt","Gaier","Eichberger","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",1,"Paulus","Eichberger","Hohmann-Dennhardt Gaier Masing",3,1,"2","Masing Eichberger Kirchhof Schluckebier Bryde",2,FALSE,1
"1840",2590,"1 BvR 2509/10",2010-10-07,1,0,"http://www.bverfg.de/e/rk20101007_1bvr250910.html",2010,2,"Hohmann-Dennhardt","Eichberger","Schluckebier","Hohmann-Dennhardt","Gaier","Paulus","Masing Eichberger Kirchhof Schluckebier Bryde",1,"Gaier Paulus","Eichberger Schluckebier","Hohmann-Dennhardt Masing Eichberger",2,0,"2 4","Masing Eichberger Kirchhof Schluckebier Bryde",1,FALSE,1
"1872",2479,"1 BvR 440/11",2011-02-28,1,0,"http://www.bverfg.de/e/rk20110228_1bvr044011.html",2011,2,"Gaier","Eichberger","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier",1,"Paulus","Eichberger","Gaier Britz Masing",3,1,"2","Masing Eichberger Kirchhof Baer Schluckebier",2,FALSE,1
"1928",2204,"1 BvR 153/12",2012-01-20,1,0,"http://www.bverfg.de/e/rk20120120_1bvr015312.html",2012,2,"Kirchhof","Paulus","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier",1,"Gaier","Kirchhof","Paulus Britz Masing",2,0,"3","Masing Eichberger Kirchhof Baer Schluckebier",1,FALSE,1
"1956",2032,"1 BvR 1766/12",2012-08-29,1,0,"http://www.bverfg.de/e/rk20120829_1bvr176612.html",2012,2,"Gaier","Schluckebier","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier",1,"Paulus","Schluckebier","Gaier Britz Masing",3,1,"5","Masing Eichberger Kirchhof Baer Schluckebier",2,FALSE,1
"1959",2009,"1 BvL 17/12",2012-10-05,1,0,"http://www.bverfg.de/e/lk20121005_1bvl001712.html",2012,2,"Gaier","Eichberger","Britz","Gaier","Paulus","Britz","Masing Eichberger Kirchhof Baer Schluckebier",1,"Paulus","Eichberger","Gaier Britz Masing",3,1,"2","Masing Eichberger Kirchhof Baer Schluckebier",2,FALSE,1
"1995",1779,"1 BvQ 42/13",2013-09-28,1,1,"http://www.bverfg.de/e/qk20130928_1bvq004213.html",2013,2,"Gaier","Eichberger","Paulus","Gaier","Schluckebier","Paulus","Britz Eichberger Kirchhof Baer Masing",1,"Schluckebier","Eichberger","Gaier Paulus Britz",2,0,"2","Britz Eichberger Kirchhof Baer",1,FALSE,1
"2059",1323,"1 BvR 1768/15",2015-08-13,1,0,"http://www.bverfg.de/e/rk20150813_1bvr176815.html",2015,2,"Gaier","Schluckebier","Britz","Gaier","Schluckebier","Paulus","Britz Eichberger Kirchhof Baer Masing",1,"Paulus","Britz","Gaier Schluckebier Britz",2,0,"1","Britz Eichberger Kirchhof Baer Masing",2,FALSE,0
"2068",1292,"1 BvQ 36/15",2015-09-24,1,1,"http://www.bverfg.de/e/qk20150924_1bvq003615.html",2015,2,"Gaier","Schluckebier","Britz","Gaier","Schluckebier","Paulus","Britz Eichberger Kirchhof Baer Masing",1,"Paulus","Britz","Gaier Schluckebier Britz",2,0,"1","Britz Eichberger Kirchhof Baer Masing",2,FALSE,0
"2133",860,"1 BvR 354/11",2016-10-18,1,0,"http://www.bverfg.de/e/rk20161018_1bvr035411.html",2016,2,"Gaier","Schluckebier","Paulus","Eichberger","Baer","Britz","Paulus Masing Kirchhof Ott Schluckebier",1,"Eichberger Baer Britz","Gaier Schluckebier Paulus","Paulus Masing Kirchhof",1,0,"1 5","Paulus Masing Kirchhof Ott Schluckebier",1,FALSE,1
"2154",729,"1 BvR 2311/16",2017-03-01,1,0,"http://www.bverfg.de/e/rk20170301_1bvr231116.html",2017,2,"Masing","Baer","Britz","Eichberger","Baer","Britz","Paulus Masing Kirchhof Ott Schluckebier",1,"Eichberger","Masing","Baer Britz Paulus",2,0,"2","Paulus Masing Kirchhof Ott Schluckebier",3,FALSE,1
"2178",554,"1 BvR 1584/17",2017-08-16,1,0,"http://www.bverfg.de/e/rk20170816_1bvr158417.html",2017,2,"Eichberger","Paulus","Britz","Eichberger","Baer","Britz","Paulus Masing Kirchhof Ott Schluckebier",1,"Baer","Paulus","Eichberger Britz Paulus",1,0,"1","Paulus Masing Kirchhof Ott Schluckebier",1,FALSE,0
"2269",6932,"1 BvR 299/89",1998-02-25,1,0,"http://www.bverfg.de/e/rk19980225_1bvr029989.html",1998,3,"Seidl","Grimm","Hömig","Seidl","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm",1,"Seibert Haas","Grimm Hömig","Seidl Steiner Jaeger",1,0,"4 5","Steiner Jaeger Kühling Hömig Grimm",1,FALSE,1
"2270",6919,"1 BvR 1041/92",1998-03-09,1,0,"http://www.bverfg.de/e/rk19980309_1bvr104192.html",1998,3,"Papier","Haas","Steiner","Papier","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm",1,"Seibert","Steiner","Papier Haas Steiner",0,1,"1","Steiner Jaeger Kühling Hömig Grimm",0,FALSE,0
"2278",6865,"1 BvR 672/98",1998-04-14,1,0,"http://www.bverfg.de/e/rk19980414_1bvr067298.html",1998,3,"Kühling","Jaeger","Steiner","Papier","Seibert","Haas","Steiner Jaeger Kühling Hömig Grimm",1,"Papier Haas","Kühling Jaeger","Steiner Jaeger Kühling",2,0,"1 2","Jaeger Kühling Hömig Grimm",2,FALSE,0
"2304",6427,"1 BvR 1403/99",1999-08-26,1,0,"http://www.bverfg.de/e/rk19990826_1bvr140399.html",1999,3,"Jaeger","Steiner","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Steiner Jaeger Kühling Hömig Grimm",1,"Papier Haas","Jaeger Steiner","Hohmann-Dennhardt Steiner Jaeger",2,0,"1 2","Steiner Jaeger Kühling Hömig Grimm",2,FALSE,0
"2410",4826,"1 BvR 1532/03",2003-08-20,1,0,"http://www.bverfg.de/e/rk20030820_1bvr153203.html",2003,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",1,"Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem",2,FALSE,0
"2454",4536,"1 BvR 1070/02",2004-06-22,1,0,"http://www.bverfg.de/e/rk20040622_1bvr107002.html",2004,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",1,"Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"2459",4496,"1 BvR 293/01",2004-07-27,1,0,"http://www.bverfg.de/e/rk20040727_1bvr029301.html",2004,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",1,"Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"2487",4377,"1 BvR 136/05",2005-01-28,1,0,"http://www.bverfg.de/e/rk20050128_1bvr013605.html",2005,3,"Hömig","Hoffmann-Riem","Gaier","Papier","Steiner","Gaier","Bryde Hömig Haas Hoffmann-Riem Hohmann-Dennhardt",1,"Papier Steiner","Hömig Hoffmann-Riem","Gaier Bryde Hömig",2,0,"2 4","Bryde Hömig Haas Hoffmann-Riem Hohmann-Dennhardt",2,FALSE,1
"2570",3885,"1 BvR 799/98",2006-09-15,1,0,"http://www.bverfg.de/e/rk20060915_1bvr079998.html",2006,3,"Eichberger","Gaier","Steiner","Papier","Steiner","Gaier","Eichberger Bryde Haas Hoffmann-Riem Hohmann-Dennhardt",1,"Papier","Eichberger","Gaier Steiner Eichberger",1,0,"1","Eichberger Bryde Haas Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"2571",3863,"1 BvR 690/03",2006-10-18,1,0,"http://www.bverfg.de/e/rk20061018_1bvr069003.html",2006,3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,"Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"2594",3700,"1 BvR 1696/03",2007-05-25,1,0,"http://www.bverfg.de/e/rk20070525_1bvr169603.html",2007,3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,"Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Bryde Hoffmann-Riem Hohmann-Dennhardt",1,FALSE,0
"2614",3622,"1 BvR 1935/07",2007-09-03,1,0,"http://www.bverfg.de/e/rk20070903_1bvr193507.html",2007,3,"Steiner","Gaier","Schluckebier","Papier","Steiner","Gaier","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,"Papier","Schluckebier","Steiner Gaier Schluckebier",1,0,"1","Schluckebier Eichberger Bryde Hoffmann-Riem",1,FALSE,0
"2617",3585,"1 BvR 2818/07",2007-11-16,1,0,"http://www.bverfg.de/e/rk20071116_1bvr281807.html",2007,3,"Papier","Schluckebier","Kirchhof","Papier","Gaier","Kirchhof","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",1,"Gaier","Schluckebier","Papier Kirchhof Schluckebier",0,1,"1","Schluckebier Eichberger Bryde Hoffmann-Riem Hohmann-Dennhardt",0,FALSE,0
"2708",2964,"1 BvQ 37/09",2009-08-26,1,1,"http://www.bverfg.de/e/qk20090826_1bvq003709.html",2009,3,"Gaier","Schluckebier","Kirchhof","Papier","Bryde","Schluckebier","Kirchhof Gaier Hohmann-Dennhardt Masing Eichberger",1,"Papier Bryde","Gaier Kirchhof","Schluckebier Kirchhof Gaier",1,0,"1 2","Kirchhof Gaier Hohmann-Dennhardt Masing Eichberger",1,FALSE,0
"2769",2659,"1 BvR 2393/08",2010-08-02,1,0,"http://www.bverfg.de/e/rk20100802_1bvr239308.html",2010,3,"Bryde","Schluckebier","Paulus","Kirchhof","Bryde","Schluckebier","Paulus Gaier Hohmann-Dennhardt Masing Eichberger",1,"Kirchhof","Paulus","Bryde Schluckebier Paulus",1,0,"1","Paulus Gaier Masing Eichberger",1,FALSE,0
"2822",2426,"1 BvR 2658/10",2011-04-26,1,0,"http://www.bverfg.de/e/rk20110426_1bvr265810.html",2011,3,"Kirchhof","Baer","Britz","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",1,"Schluckebier","Britz","Kirchhof Baer Britz",2,0,"1","Britz Paulus Gaier Masing Eichberger",2,FALSE,0
"2826",2413,"1 BvR 2018/10",2011-05-05,1,0,"http://www.bverfg.de/e/rk20110505_1bvr201810.html",2011,3,"Schluckebier","Paulus","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",1,"Kirchhof","Paulus","Schluckebier Baer Britz",2,0,"2","Britz Paulus Gaier Masing Eichberger",1,FALSE,1
"2881",2061,"1 BvR 2952/08",2012-06-28,1,0,"http://www.bverfg.de/e/rk20120628_1bvr295208.html",2012,3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",1,"Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"3","Britz Paulus Gaier Masing Eichberger",2,FALSE,1
"2891",1982,"1 BvR 3240/08",2012-11-14,1,0,"http://www.bverfg.de/e/rk20121114_1bvr324008.html",2012,3,"Gaier","Schluckebier","Baer","Kirchhof","Schluckebier","Baer","Britz Paulus Gaier Masing Eichberger",1,"Kirchhof","Gaier","Schluckebier Baer Britz",2,0,"2","Britz Gaier Masing Eichberger",2,FALSE,1
"2932",1790,"1 BvR 2519/13",2013-09-09,1,0,"http://www.bverfg.de/e/rk20130909a_1bvr251913.html",2013,3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Masing","Paulus","Kirchhof Baer Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"2935",1780,"1 BvR 2554/13",2013-09-26,1,0,"http://www.bverfg.de/e/rk20130926_1bvr255413.html",2013,3,"Kirchhof","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Masing","Paulus","Kirchhof Baer Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"2940",1760,"1 BvQ 52/13",2013-11-08,1,1,"http://www.bverfg.de/e/qk20131108_1bvq005213.html",2013,3,"Kirchhof","Masing","Gaier","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Baer","Gaier","Kirchhof Masing Paulus",1,0,"3","Paulus Schluckebier Gaier Britz Eichberger",2,FALSE,1
"2979",1594,"1 BvR 1858/14",2014-07-31,1,0,"http://www.bverfg.de/e/rk20140731_1bvr185814.html",2014,3,"Kirchhof","Masing","Schluckebier","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Baer","Schluckebier","Kirchhof Masing Paulus",1,0,"2","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,1
"2988",1556,"1 BvR 3017/11",2014-09-24,1,0,"http://www.bverfg.de/e/rk20140924_1bvr301711.html",2014,3,"Baer","Kirchhof","Paulus","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Masing","Paulus","Baer Kirchhof Paulus",1,0,"1","Paulus Schluckebier Gaier Britz Eichberger",1,FALSE,0
"3023",1350,"1 BvQ 25/15",2015-07-18,1,1,"http://www.bverfg.de/e/qk20150718_1bvq002515.html",2015,3,"Gaier","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Kirchhof","Gaier","Masing Baer Paulus",2,0,"3","Paulus Schluckebier Gaier Britz Eichberger",3,FALSE,1
"3030",1318,"1 BvR 1917/15",2015-08-19,1,0,"http://www.bverfg.de/e/rk20150819_1bvr191715.html",2015,3,"Gaier","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Masing","Paulus","Gaier Baer Paulus",2,0,"1","Paulus Schluckebier Britz Eichberger",2,FALSE,0
"3035",1306,"1 BvR 1983/15",2015-09-03,1,0,"http://www.bverfg.de/e/rk20150903_1bvr198315.html",2015,3,"Masing","Paulus","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Kirchhof","Paulus","Masing Baer Paulus",2,0,"1","Paulus Schluckebier Gaier Britz Eichberger",2,FALSE,0
"3036",1301,"1 BvR 2211/15",2015-09-11,1,0,"http://www.bverfg.de/e/rk20150911_1bvr221115.html",2015,3,"Gaier","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Kirchhof","Gaier","Masing Baer Paulus",2,0,"3","Paulus Schluckebier Gaier Britz Eichberger",3,FALSE,1
"3043",1206,"1 BvQ 47/15",2015-12-02,1,1,"http://www.bverfg.de/e/qk20151202_1bvq004715.html",2015,3,"Schluckebier","Masing","Baer","Kirchhof","Masing","Baer","Paulus Schluckebier Gaier Britz Eichberger",1,"Kirchhof","Schluckebier","Masing Baer Paulus",2,0,"2","Paulus Schluckebier Gaier Britz Eichberger",2,FALSE,1
"3104",861,"1 BvR 2183/16",2016-10-17,1,0,"http://www.bverfg.de/e/rk20161017_1bvr218316.html",2016,3,"Kirchhof","Masing","Baer","Kirchhof","Masing","Paulus","Ott Schluckebier Britz Baer Eichberger",1,"Paulus","Baer","Kirchhof Masing Ott",2,0,"4","Ott Schluckebier Britz Baer Eichberger",2,FALSE,1
"3138",641,"1 BvQ 29/17",2017-06-03,1,1,"http://www.bverfg.de/e/qk20170603_1bvq002917.html",2017,3,"Kirchhof","Masing","Ott","Kirchhof","Masing","Paulus","Ott Schluckebier Britz Baer Eichberger",1,"Paulus","Ott","Kirchhof Masing Ott",2,0,"1","Ott Schluckebier Britz Baer Eichberger",2,FALSE,0
"3147",605,"1 BvR 1387/17",2017-06-30,1,0,"http://www.bverfg.de/e/rk20170630_1bvr138717.html",2017,3,"Masing","Paulus","Ott","Kirchhof","Masing","Paulus","Ott Schluckebier Britz Baer Eichberger",1,"Kirchhof","Ott","Masing Paulus Ott",2,0,"1","Ott Schluckebier Britz Baer Eichberger",2,FALSE,0
"3168",365,"1 BvQ 18/18",2018-03-24,1,1,"http://www.bverfg.de/e/qk20180324_1bvq001818.html",2018,3,"Masing","Paulus","Eichberger","Kirchhof","Masing","Paulus","Christ Ott Britz Baer Eichberger",1,"Kirchhof","Eichberger","Masing Paulus Christ",1,0,"5","Christ Ott Britz Baer Eichberger",1,FALSE,1
"3208",520,"1 BvR 1436/17",2017-09-11,1,0,"http://www.bverfg.de/e/rk20170911_1bvr143617.html",2017,4,"Schluckebier","Baer","Britz","Schluckebier","Paulus","Ott","Kirchhof Britz Baer Eichberger Masing",1,"Paulus Ott","Baer Britz","Schluckebier Kirchhof Britz",1,0,"2 3","Kirchhof Britz Baer Eichberger Masing",2,FALSE,1
"3231",6846,"2 BvR 159/97",1998-05-04,2,0,"http://www.bverfg.de/e/rk19980504_2bvr015997.html",1998,1,"Winter","Sommer","Hassemer","Sommer","Jentsch","Hassemer","Limbach Winter Kruis Kirchhof Graßhof",1,"Jentsch","Winter","Sommer Hassemer Limbach",3,1,"2","Limbach Winter Kruis Kirchhof Graßhof",2,FALSE,1
"3237",6782,"2 BvR 99/97",1998-07-24,2,0,"http://www.bverfg.de/e/rk19980724_2bvr009997.html",1998,1,"Winter","Sommer","Jentsch","Sommer","Jentsch","Hassemer","Limbach Winter Kruis Kirchhof Graßhof",1,"Hassemer","Winter","Sommer Jentsch Limbach",2,0,"2","Limbach Winter Kruis Kirchhof Graßhof",1,FALSE,1
"3247",6714,"2 BvR 1328/96",1998-10-16,2,0,"http://www.bverfg.de/e/rk19981016_2bvr132896.html",1998,1,"Sommer","Hassemer","Broß","Sommer","Broß","Osterloh","Winter Hassemer Limbach Kirchhof Jentsch",1,"Osterloh","Hassemer","Sommer Broß Winter",1,0,"2","Winter Hassemer Limbach Kirchhof Jentsch",2,FALSE,1
"3309",6043,"2 BvR 1430/00",2000-08-24,2,0,"http://www.bverfg.de/e/rk20000824_2bvr143000.html",2000,1,"Limbach","Sommer","Broß","Sommer","Broß","Osterloh","DiFabio Winter Hassemer Limbach Jentsch",1,"Osterloh","Limbach","Sommer Broß Limbach",2,0,"1","Limbach Jentsch",2,FALSE,0
"3334",5879,"2 BvR 2205/99",2000-12-27,2,0,"http://www.bverfg.de/e/rk20001227_2bvr220599.html",2000,1,"Sommer","Broß","DiFabio","Sommer","Broß","Osterloh","DiFabio Winter Hassemer Limbach Jentsch",1,"Osterloh","DiFabio","Sommer Broß DiFabio",1,0,"1","DiFabio Hassemer Limbach",1,FALSE,0
"3335",5869,"2 BvR 902/00",2001-01-16,2,0,"http://www.bverfg.de/e/rk20010116_2bvr090200.html",2001,1,"Sommer","Broß","DiFabio","Sommer","Broß","Mellinghoff","DiFabio Osterloh Hassemer Limbach Jentsch",1,"Mellinghoff","DiFabio","Sommer Broß DiFabio",1,0,"1","DiFabio Hassemer Limbach",1,FALSE,0
"3460",4650,"2 BvR 54/04",2004-03-03,2,0,"http://www.bverfg.de/e/rk20040303_2bvr005404.html",2004,1,"Broß","DiFabio","Osterloh","Broß","DiFabio","Gerhardt","Lübbe-Wolff Jentsch Mellinghoff Osterloh Hassemer",1,"Gerhardt","Osterloh","Broß DiFabio Lübbe-Wolff",1,0,"4","Lübbe-Wolff Jentsch Mellinghoff Osterloh Hassemer",1,FALSE,1
"3483",4201,"2 BvQ 25/05",2005-09-02,2,1,"http://www.bverfg.de/e/qk20050902_2bvq002505.html",2005,1,"Jentsch","Broß","Lübbe-Wolff","Broß","DiFabio","Lübbe-Wolff","Gerhardt Jentsch Mellinghoff Osterloh Hassemer",1,"DiFabio","Jentsch","Broß Lübbe-Wolff Jentsch",1,0,"1","Jentsch Mellinghoff Osterloh Hassemer",1,FALSE,0
"3498",4129,"2 BvR 1779/05",2005-12-23,2,0,"http://www.bverfg.de/e/rk20051223_2bvr177905.html",2005,1,"Broß","DiFabio","Landau","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",1,"Hassemer","Broß","DiFabio Landau Gerhardt",1,0,"3","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",0,FALSE,1
"3499",4123,"2 BvR 2/06",2006-01-05,2,0,"http://www.bverfg.de/e/rk20060105_2bvr000206.html",2006,1,"Broß","Mellinghoff","Landau","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",1,"DiFabio","Mellinghoff","Broß Landau Gerhardt",1,0,"3","Gerhardt Lübbe-Wolff Mellinghoff Osterloh",0,FALSE,1
"3515",4068,"2 BvR 173/06",2006-02-23,2,0,"http://www.bverfg.de/e/rk20060223_2bvr017306.html",2006,1,"Hassemer","DiFabio","Gerhardt","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",1,"Landau","Gerhardt","Hassemer DiFabio Gerhardt",2,0,"1","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",2,FALSE,0
"3544",3926,"2 BvR 513/06",2006-07-12,2,0,"http://www.bverfg.de/e/rk20060712_2bvr051306.html",2006,1,"Hassemer","DiFabio","Gerhardt","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",1,"Landau","Gerhardt","Hassemer DiFabio Gerhardt",2,0,"1","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",2,FALSE,0
"3629",3551,"2 BvR 1103/07",2008-01-14,2,0,"http://www.bverfg.de/e/rk20080114_2bvr110307.html",2008,1,"Hassemer","DiFabio","Gerhardt","Hassemer","DiFabio","Landau","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",1,"Landau","Gerhardt","Hassemer DiFabio Gerhardt",2,0,"1","Gerhardt Lübbe-Wolff Broß Mellinghoff Osterloh",2,FALSE,0
"3656",3398,"2 BvR 2306/07",2008-05-07,2,0,"http://www.bverfg.de/e/rk20080507_2bvr230607.html",2008,1,"Hassemer","DiFabio","Landau","Voßkuhle","Osterloh","Mellinghoff","Landau DiFabio Broß Gerhardt Lübbe-Wolff",1,"Voßkuhle Osterloh Mellinghoff","Hassemer DiFabio Landau","Landau DiFabio Broß",0,1,"1 2","Landau DiFabio Broß Gerhardt Lübbe-Wolff",1,FALSE,0
"3663",3339,"2 BvR 1448/08",2008-08-12,2,0,"http://www.bverfg.de/e/rk20080812_2bvr144808.html",2008,1,"Osterloh","Mellinghoff","Gerhardt","Voßkuhle","Osterloh","Mellinghoff","Landau DiFabio Broß Gerhardt Lübbe-Wolff",1,"Voßkuhle","Gerhardt","Osterloh Mellinghoff Landau",1,0,"4","Landau DiFabio Broß Gerhardt Lübbe-Wolff",2,FALSE,1
